datetime,temp,feelslike,humidity,precip,precipprob,windgust,windspeed,winddir,sealevelpressure,visibility
2025-06-19T21:00:00,60.9,60.9,85.68,0,0,1.3,2,257.9,1015,15
2025-06-19T22:00:00,60.9,60.9,85.12,0,0,2,2.2,270.7,1015,15
2025-06-19T23:00:00,59.6,59.6,89.02,0,0,2.9,3.1,266.1,1015,7.5
2025-06-20T00:00:00,59.4,59.4,89.01,0,0,2.5,2.2,320.6,1015,4.2
2025-06-20T01:00:00,61.2,61.2,82.42,0,0,3.1,2.9,302.4,1015,15
2025-06-20T02:00:00,58.9,58.9,90.75,0,0,3.4,3.1,296.8,1015,7.6
2025-06-20T03:00:00,60,60,85.07,0,0,3.8,4,289.7,1014,15
2025-06-20T04:00:00,58.9,58.9,87.26,0,0,2,2,295.8,1014,10.2
2025-06-20T05:00:00,59.1,59.1,86.14,0,0,2.2,2.2,304.6,1015,10.1
2025-06-20T06:00:00,59.3,59.3,84.47,0,0,3.1,2.7,313.8,1015,15
2025-06-20T07:00:00,58.6,58.6,86.67,0,0,3.4,2.7,302.2,1016,12
2025-06-20T08:00:00,62,62,74.76,0,0,1.3,1.6,277.9,1016,15
2025-06-20T09:00:00,63.4,63.4,71.07,0,0,2,4.7,242.5,1016,15
2025-06-20T10:00:00,65.7,65.7,64.64,0,0,2,4.9,228.4,1016,15
2025-06-20T11:00:00,67.6,67.6,61.54,0,0,3.6,7.8,226.4,1015,15
2025-06-20T12:00:00,67.4,67.4,63.57,0,0,4,9.4,228.7,1015,15
2025-06-20T13:00:00,67,67,66.51,0,0,3.8,8.9,226.9,1014,11
2025-06-20T14:00:00,67.7,67.7,64.88,0,0,3.6,7.8,221.7,1013,12.1
2025-06-20T15:00:00,67.4,67.4,66.55,0,0,4,7.8,218.9,1013,15
2025-06-20T16:00:00,65.9,65.9,70.41,0,0,4.9,7.8,208.5,1013,15
2025-06-20T17:00:00,63.8,63.8,76.91,0,0,4.9,7.2,209.5,1014,15
2025-06-20T18:00:00,61.2,61.2,83.5,0,0,4,5.8,212.2,1014,15
2025-06-20T19:00:00,59.3,59.3,88.43,0,0,3.4,4.3,223.9,1015,1.7
2025-06-20T20:00:00,58.7,58.7,88.98,0,0,2.2,2.9,261.6,1016,2.1
2025-06-20T21:00:00,59.6,59.6,85.05,0,0,2,1.6,319,1016,15
2025-06-20T22:00:00,60.2,60.2,82.88,0.004,100,4.5,5.1,273.4,1016,15
2025-06-20T23:00:00,58.4,58.4,89.55,0,0,3.1,3.1,295.7,1016,7.6
